loss_train,loss_val,jaccard_train,jaccard_val
0.9333751201629639,1.0112792253494263,0.4913066029548645,0.46005937457084656
0.9366136789321899,1.0122860670089722,0.4902856647968292,0.45933496952056885
0.9357528686523438,1.0124701261520386,0.4909842908382416,0.45966148376464844
0.9337137341499329,1.0122959613800049,0.4926769435405731,0.45968097448349
0.9338980913162231,1.0122345685958862,0.4924885928630829,0.45979243516921997
0.9302355051040649,1.0117075443267822,0.4938142001628876,0.4599272906780243
0.928749680519104,1.009988784790039,0.49398308992385864,0.4607406258583069
0.9288835525512695,1.0103530883789062,0.49298161268234253,0.46067625284194946
0.9261890649795532,1.0113372802734375,0.4943821132183075,0.46010416746139526
0.9246560335159302,1.0093668699264526,0.49547526240348816,0.4606137275695801
0.9256607890129089,1.0108256340026855,0.495140939950943,0.4597829282283783
0.9259976744651794,1.0102243423461914,0.4949454963207245,0.4596703350543976
0.9262630343437195,1.0081334114074707,0.4952486455440521,0.46060726046562195
0.9257205128669739,1.0080931186676025,0.4948003888130188,0.4610386788845062
0.9223904609680176,1.007744312286377,0.4970698952674866,0.4608822464942932
0.9205302000045776,1.005774974822998,0.49763283133506775,0.4621593952178955
0.917791485786438,1.0055954456329346,0.4984551668167114,0.46281906962394714
0.918236494064331,1.0063949823379517,0.498884916305542,0.46252548694610596
0.9167937636375427,1.0043286085128784,0.4982675015926361,0.46334508061408997
0.9154859185218811,1.0041730403900146,0.49971747398376465,0.4633375108242035
0.9157631397247314,1.0039019584655762,0.49976855516433716,0.46291589736938477
0.9136220216751099,1.0040066242218018,0.500231921672821,0.46337753534317017
0.9148303866386414,1.0032824277877808,0.5006678104400635,0.46365779638290405
0.914275050163269,1.0033783912658691,0.5001980066299438,0.4634501039981842
0.9137976765632629,1.0023221969604492,0.5007457733154297,0.4635857045650482
0.9130603075027466,1.0011144876480103,0.5010207295417786,0.4634770154953003
0.9128669500350952,1.0017943382263184,0.501494824886322,0.46347305178642273
0.9091520309448242,1.001236081123352,0.5040754079818726,0.46409836411476135
0.9077819585800171,1.0006752014160156,0.5041003823280334,0.4645852744579315
0.9081829786300659,0.9998718500137329,0.5046790242195129,0.46526166796684265
0.9054713845252991,0.9992390871047974,0.5052356719970703,0.4656079113483429
0.9063336849212646,0.9984850883483887,0.504135012626648,0.46554553508758545
0.906691312789917,0.998421311378479,0.5039111375808716,0.4655618965625763
0.9058892130851746,0.9983812570571899,0.504211962223053,0.4653727412223816
0.9037972688674927,0.997644305229187,0.5054172873497009,0.46553829312324524
0.9035422205924988,0.9977024793624878,0.5055967569351196,0.46557676792144775
0.9025231003761292,0.9976788759231567,0.5060300230979919,0.4655638337135315
0.900559663772583,0.9973991513252258,0.5067437887191772,0.46570682525634766
