loss_train,loss_val,jaccard_train,jaccard_val
1.0900222063064575,1.1413902044296265,0.4312838017940521,0.41724923253059387
1.089856743812561,1.1348743438720703,0.43075695633888245,0.4197251796722412
1.0878984928131104,1.1287719011306763,0.43214836716651917,0.42274609208106995
1.0838021039962769,1.1270930767059326,0.43450525403022766,0.4227222204208374
1.0800540447235107,1.1200882196426392,0.43602094054222107,0.4248102903366089
1.0720518827438354,1.1158770322799683,0.4395381212234497,0.4261973798274994
1.0656133890151978,1.112787127494812,0.4419211745262146,0.42770445346832275
1.0620567798614502,1.108231782913208,0.4428624212741852,0.42987096309661865
1.0561840534210205,1.1055363416671753,0.4456176161766052,0.43195483088493347
1.0509238243103027,1.1020420789718628,0.4484117925167084,0.43318426609039307
1.0478394031524658,1.0998352766036987,0.44979357719421387,0.43337416648864746
1.0442545413970947,1.096770167350769,0.4517127573490143,0.4338647425174713
1.0397570133209229,1.0940240621566772,0.453824907541275,0.4345385432243347
1.0378919839859009,1.0924224853515625,0.45412304997444153,0.43518176674842834
1.0341109037399292,1.0904061794281006,0.45617949962615967,0.43619871139526367
1.031449317932129,1.0892146825790405,0.4564164876937866,0.43768221139907837
1.0288909673690796,1.087249755859375,0.45707857608795166,0.43832463026046753
1.0286262035369873,1.0857478380203247,0.4572410583496094,0.4398936331272125
1.0258233547210693,1.0842609405517578,0.45731520652770996,0.44021499156951904
1.02207612991333,1.083068609237671,0.4598546326160431,0.4405251741409302
